product,content,date_time,sentiments
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-07-06 07:30:09,t
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-07-28 17:30:18,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-07-17 07:45:52,t
iPhone,My iPhone runs all my apps smoothly.,2016-07-15 02:39:58,t
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-08-26 23:02:57,t
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-08-11 17:02:52,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-08-10 03:07:37,t
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-08-23 08:59:38,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-08-08 05:07:08,t
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-09-17 06:37:00,t
iPhone,Why is my iPhone overheating?,2016-08-20 13:05:34,t
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-07-20 18:29:06,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-08-21 05:55:38,t
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-09-04 02:43:49,t
iPhone,Just got my new iPhone! Loving it so far.,2016-09-14 14:34:13,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-07-17 15:47:00,t
iPhone,I'm impressed with the build quality of the iPhone.,2016-08-16 13:54:41,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-18 06:53:41,t
iPhone,Just got my new iPhone! Loving it so far.,2016-09-24 12:02:50,t
Google Pixel,Why is my Google Pixel overheating?,2016-08-21 21:03:24,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-08-26 06:21:44,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-08-28 07:49:34,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-09-03 03:48:27,t
Xiaomi,My Xiaomi is slower than expected.,2016-08-19 11:56:03,t
Xiaomi,The Xiaomi has exceeded my expectations!,2016-09-09 08:55:01,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-07-18 09:07:28,t
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-09-29 03:05:19,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-19 13:04:00,t
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-07-30 06:44:14,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-09-12 03:44:20,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-08-04 17:34:06,t
iPhone,The camera quality on the iPhone is amazing.,2016-08-03 14:22:41,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-08-16 09:30:59,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-08-23 16:54:05,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-08-09 13:50:39,t
Xiaomi,Why is my Xiaomi overheating?,2016-07-31 02:39:10,t
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-07-21 17:47:22,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-07-08 05:12:37,t
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-09-26 14:10:15,t
Google Pixel,My Google Pixel is slower than expected.,2016-09-05 06:53:45,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-09-12 22:47:55,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-08-26 02:40:47,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-08-29 02:49:07,t
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-07-31 01:32:36,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-09-09 15:23:25,t
iPhone,The camera quality on the iPhone is amazing.,2016-08-20 18:05:58,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-08-05 07:08:05,t
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-07-04 00:19:01,t
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-08-27 10:13:21,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-08-30 04:21:18,t
iPhone,The iPhone has exceeded my expectations!,2016-08-27 04:14:26,t
Google Pixel,The Google Pixel is really sleek and fast.,2016-08-30 10:48:35,t
OnePlus,My OnePlus runs all my apps smoothly.,2016-07-26 19:18:32,t
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-09-02 14:48:46,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-20 21:28:23,t
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-07-13 17:31:03,t
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-08-02 00:48:12,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-12 18:45:40,t
iPhone,The iPhone has exceeded my expectations!,2016-09-17 18:59:18,t
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-08-08 00:49:26,t
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-09-02 06:45:18,t
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-07-25 17:59:04,t
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-08-13 10:59:15,t
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-09-16 09:58:33,t
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-08-13 20:21:41,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-09-28 19:00:36,t
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-09-06 20:35:51,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-09-29 03:26:34,t
OnePlus,The OnePlus has exceeded my expectations!,2016-07-10 02:02:52,t
OnePlus,My OnePlus is slower than expected.,2016-08-31 14:04:36,t
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-09-08 00:14:00,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-09-01 13:58:25,t
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-07-23 13:36:44,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-09-11 23:52:56,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-09-20 12:04:19,t
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-08-19 11:51:19,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-07-06 18:32:11,t
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-07-31 17:02:53,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-07-17 14:15:04,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-28 02:02:54,t
Xiaomi,The Xiaomi has exceeded my expectations!,2016-08-10 22:09:43,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-09-10 18:22:15,t
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-07-15 10:07:14,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-24 22:13:21,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-08-18 05:29:47,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-08-02 18:31:23,t
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-07-06 04:10:26,t
iPhone,Just got my new iPhone! Loving it so far.,2016-09-23 11:15:06,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-22 18:38:28,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-07-19 10:53:29,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-09-23 00:19:27,t
Google Pixel,The Google Pixel is really sleek and fast.,2016-07-24 13:26:24,t
OnePlus,Battery life on the OnePlus could be better.,2016-09-09 01:42:51,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-09-29 11:34:11,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-07-16 12:48:53,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-09-11 23:05:38,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-18 09:11:46,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-08-30 08:59:43,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-07-15 12:29:41,t
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-09-09 00:07:53,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-07-04 18:16:44,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-08-28 19:23:01,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-29 23:38:10,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-09-24 15:32:11,t
iPhone,Battery life on the iPhone is excellent.,2016-08-18 13:58:53,t
OnePlus,The OnePlus has exceeded my expectations!,2016-08-22 00:58:08,t
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-07-20 10:15:53,t
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-09-23 15:20:40,t
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-08-23 18:00:15,t
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-09-23 18:43:27,t
iPhone,The camera on the iPhone is disappointing.,2016-07-19 23:44:01,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-08-29 15:16:06,t
iPhone,Why is my iPhone overheating?,2016-08-15 17:17:14,t
iPhone,Just got my new iPhone! Loving it so far.,2016-08-19 10:10:30,t
iPhone,Just got my new iPhone! Loving it so far.,2016-09-04 19:41:16,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-11 03:00:57,t
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-08-15 22:00:57,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-08-15 03:05:14,t
iPhone,My iPhone is slower than expected.,2016-09-11 09:26:19,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-09-08 02:48:41,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-09-11 20:40:33,t
iPhone,Why is my iPhone overheating?,2016-07-16 03:31:08,t
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-09-15 12:59:09,t
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-08-17 04:41:55,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-08-08 17:41:00,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-09-11 04:48:53,t
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-08-23 05:03:10,t
OnePlus,The OnePlus has exceeded my expectations!,2016-09-26 07:35:46,t
Xiaomi,The Xiaomi has exceeded my expectations!,2016-09-01 21:47:10,t
iPhone,My iPhone is slower than expected.,2016-09-04 23:17:07,t
OnePlus,Why is my OnePlus overheating?,2016-07-11 13:53:15,t
iPhone,Having some issues with my iPhone. Anyone else?,2016-09-17 22:54:20,t
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-09-12 18:38:20,t
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-08-15 17:30:06,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-07-04 00:50:31,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-09-04 09:01:07,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-12 18:44:17,t
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-09-21 16:46:19,t
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-08-05 09:31:01,t
Xiaomi,The Xiaomi has exceeded my expectations!,2016-08-11 10:34:40,t
OnePlus,Battery life on the OnePlus is excellent.,2016-07-28 10:47:48,t
Google Pixel,The Google Pixel is a great value for the price.,2016-09-29 14:17:28,t
Xiaomi,Why is my Xiaomi overheating?,2016-08-26 18:08:55,t
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-07-17 18:05:23,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-07-06 00:56:37,t
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-07-22 23:20:46,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-07-22 20:44:21,t
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-09-25 01:22:33,t
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-09-05 07:40:49,t
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-07-04 09:26:23,t
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-08-22 01:50:23,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-02 01:43:04,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-08-04 11:32:32,t
iPhone,Battery life on the iPhone is excellent.,2016-09-26 12:57:22,t
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-08-26 01:42:27,t
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-08-26 14:53:00,t
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-07-19 06:30:11,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-09-17 08:57:41,t
iPhone,Why is my iPhone overheating?,2016-08-21 06:59:16,t
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-08-15 12:15:19,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-09-03 10:49:31,t
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-09-20 05:46:07,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-09-11 07:02:08,t
OnePlus,The camera on the OnePlus is disappointing.,2016-07-24 17:09:42,t
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-07-02 19:12:52,t
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-07-15 02:37:41,t
iPhone,Really happy with the performance of my new iPhone.,2016-09-13 03:37:20,t
OnePlus,The OnePlus is a great value for the price.,2016-07-23 07:43:12,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-09-04 09:18:08,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-09-17 20:44:34,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-08-24 17:01:31,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-08-29 15:13:37,t
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-08-26 13:28:38,t
iPhone,Really happy with the performance of my new iPhone.,2016-09-14 21:37:10,t
OnePlus,The OnePlus is a great value for the price.,2016-09-29 09:22:12,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-07-29 00:02:06,t
OnePlus,My OnePlus is slower than expected.,2016-09-10 04:22:46,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-09-14 18:15:16,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-07-11 10:33:33,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-07-30 13:41:59,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-07-29 21:41:11,t
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-09-22 03:00:59,t
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-08-30 00:45:19,t
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-08-03 23:28:29,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-09-15 23:27:42,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-07-28 01:41:22,t
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-07-21 18:01:27,t
iPhone,My iPhone runs all my apps smoothly.,2016-09-28 04:52:58,t
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-08-30 12:48:44,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-03 23:00:21,t
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-08-09 17:57:48,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-08-19 08:07:36,t
iPhone,Having some issues with my iPhone. Anyone else?,2016-07-22 19:26:06,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-09-28 09:52:25,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-28 14:40:46,t
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-17 01:22:21,t
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-08-01 23:14:25,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-10 21:00:34,t
OnePlus,Battery life on the OnePlus is excellent.,2016-07-31 12:40:13,t
Xiaomi,My Xiaomi is slower than expected.,2016-09-16 01:53:41,t
Google Pixel,The Google Pixel is a great value for the price.,2016-07-26 06:43:03,t
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-08-25 19:50:56,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-08 07:01:43,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-08-07 08:25:04,t
OnePlus,My OnePlus runs all my apps smoothly.,2016-08-07 03:41:49,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-07-29 15:28:47,t
iPhone,Battery life on the iPhone is excellent.,2016-08-24 11:19:35,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-09-05 00:57:04,t
iPhone,Really happy with the performance of my new iPhone.,2016-08-17 06:19:54,t
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-08-22 03:02:18,t
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-08-21 13:44:27,t
iPhone,The iPhone is a great value for the price.,2016-07-14 18:14:30,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-09-01 04:12:49,t
Xiaomi,My Xiaomi is slower than expected.,2016-07-21 01:16:18,t
OnePlus,My OnePlus is slower than expected.,2016-09-06 15:58:50,t
iPhone,Why is my iPhone overheating?,2016-08-17 15:50:34,t
iPhone,The camera quality on the iPhone is amazing.,2016-07-20 17:09:29,t
OnePlus,The camera on the OnePlus is disappointing.,2016-09-18 23:14:57,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-07-06 13:36:27,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-08-29 16:58:41,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-07-12 14:10:20,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-08-30 23:31:13,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-08-17 13:48:21,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-09-01 19:37:05,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-06 00:39:26,t
iPhone,The iPhone keeps crashing. Frustrated!,2016-07-25 13:16:47,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-08-24 19:42:00,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-09-04 17:49:08,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-09-23 00:32:15,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-09-03 14:54:55,t
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-08 21:44:56,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-08-17 19:38:39,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-08-08 06:37:45,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-07-07 02:11:25,t
Google Pixel,Why is my Google Pixel overheating?,2016-08-31 10:10:31,t
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-07-20 00:39:44,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-08-13 19:52:17,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-07 20:44:09,t
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-09-14 01:30:31,t
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-07-28 05:54:30,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-09-25 04:40:12,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-08-28 06:54:06,t
Xiaomi,Why is my Xiaomi overheating?,2016-08-01 07:04:52,t
iPhone,Just got my new iPhone! Loving it so far.,2016-09-28 08:56:32,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-07-15 11:01:56,t
OnePlus,Why is my OnePlus overheating?,2016-07-21 05:57:42,t
iPhone,My iPhone is slower than expected.,2016-09-09 11:10:51,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-09-24 11:45:54,t
iPhone,The camera quality on the iPhone is amazing.,2016-08-18 08:35:17,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-28 16:51:46,t
Xiaomi,The Xiaomi has exceeded my expectations!,2016-08-03 02:49:25,t
Xiaomi,My Xiaomi is slower than expected.,2016-08-01 07:54:11,t
Google Pixel,Why is my Google Pixel overheating?,2016-09-12 20:06:10,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-16 13:58:21,t
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-07-31 17:43:47,t
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-07-12 02:50:57,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-07-08 04:28:14,t
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-08-01 16:27:55,t
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-08-03 11:49:31,t
Google Pixel,Why is my Google Pixel overheating?,2016-08-18 21:36:02,t
iPhone,The iPhone has exceeded my expectations!,2016-08-23 12:20:39,t
OnePlus,The OnePlus is really sleek and fast.,2016-08-07 06:37:07,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-07-18 09:50:05,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-07 06:49:56,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-07-07 05:18:35,t
iPhone,The iPhone keeps crashing. Frustrated!,2016-08-11 04:18:51,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-13 14:10:07,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-07-02 07:49:35,t
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-07-28 03:46:41,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-08-24 04:18:09,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-08-13 00:44:32,t
iPhone,The iPhone keeps crashing. Frustrated!,2016-08-27 06:53:39,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-31 23:12:11,t
iPhone,The iPhone keeps crashing. Frustrated!,2016-08-01 09:55:51,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-09-29 18:04:21,t
OnePlus,Battery life on the OnePlus could be better.,2016-07-05 03:35:03,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-11 21:25:00,t
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-07-05 13:04:04,t
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-09-24 00:07:01,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-08-27 12:23:47,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-09-20 02:24:24,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-09-15 20:52:25,t
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-19 23:07:05,t
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-07-11 12:44:30,t
iPhone,My iPhone runs all my apps smoothly.,2016-08-18 23:06:04,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-09-10 12:13:45,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-08-15 01:59:13,t
OnePlus,Really happy with the performance of my new OnePlus.,2016-08-18 22:26:14,t
iPhone,Battery life on the iPhone could be better.,2016-09-25 13:09:47,t
iPhone,The camera on the iPhone is disappointing.,2016-09-25 21:34:12,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-07-02 03:28:50,t
OnePlus,The OnePlus is a great value for the price.,2016-07-31 05:47:44,t
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-09-20 11:11:17,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-07-14 07:39:54,t
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-07-12 05:06:58,t
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-08-28 05:37:08,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-28 21:47:38,t
iPhone,The iPhone is a great value for the price.,2016-08-29 23:17:11,t
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-08-14 11:03:50,t
iPhone,Having some issues with my iPhone. Anyone else?,2016-08-02 22:35:08,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-21 08:31:04,t
Google Pixel,The Google Pixel is really sleek and fast.,2016-07-31 07:51:00,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-07-22 04:33:26,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-09-25 16:04:56,t
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-07-08 08:15:35,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-07-30 01:02:53,t
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-07-19 18:40:51,t
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-07-03 01:19:52,t
OnePlus,Battery life on the OnePlus could be better.,2016-09-10 18:28:09,t
OnePlus,Battery life on the OnePlus could be better.,2016-09-05 15:08:43,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-08-03 20:25:48,t
iPhone,Really happy with the performance of my new iPhone.,2016-08-02 06:50:04,t
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-09-11 13:59:08,t
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-07-08 16:24:26,t
Xiaomi,My Xiaomi is slower than expected.,2016-09-18 21:34:05,t
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-08-02 00:43:16,t
Xiaomi,The Xiaomi is a great value for the price.,2016-08-14 21:49:23,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-25 21:21:50,t
iPhone,Why is my iPhone overheating?,2016-07-09 22:23:41,t
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-09-25 19:41:29,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-07-13 21:50:48,t
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-08-03 08:05:55,t
iPhone,My iPhone is slower than expected.,2016-07-17 11:59:29,t
iPhone,The iPhone keeps crashing. Frustrated!,2016-08-27 07:55:31,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-09-04 05:00:11,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-07-26 05:53:27,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-08-22 02:28:02,t
OnePlus,Why is my OnePlus overheating?,2016-08-31 05:52:58,t
iPhone,I'm impressed with the build quality of the iPhone.,2016-09-15 00:34:48,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-01 04:14:55,t
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-07-04 15:57:46,t
Google Pixel,Battery life on the Google Pixel is excellent.,2016-08-07 07:34:24,t
iPhone,I'm impressed with the build quality of the iPhone.,2016-07-28 15:51:04,t
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-07-13 09:42:49,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-07-17 01:24:07,t
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-08-18 04:34:26,t
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-07-23 04:22:00,t
