product,content,date_time,sentiment
Samsung Galaxy,The phone heats up too quickly during gaming sessions.,2016-08-25 12:11:17,negative
Google Pixel,Battery life on the {} could be better.,2016-07-29 16:41:35,neutral
Samsung Galaxy,The {} has exceeded my expectations!,2016-07-16 18:38:27,positive
iPhone,The camera on the {} is decent.,2016-07-06 23:32:56,neutral
Google Pixel,Really happy with the performance of my new {}.,2016-09-23 21:20:43,positive
OnePlus,Touchscreen on my {} is unresponsive at times.,2016-09-10 10:40:03,neutral
OnePlus,The camera on the {} is decent.,2016-09-25 17:40:42,neutral
Samsung Galaxy,I regret buying the {}. Not worth the money.,2016-08-22 04:14:58,negative
Samsung Galaxy,I'm impressed with the build quality of the {}.,2016-08-06 02:44:04,positive
iPhone,The phone heats up too quickly during gaming sessions.,2016-08-11 03:32:04,negative
Samsung Galaxy,"Loving the new software update, everything runs smoother.",2016-07-06 10:05:29,positive
iPhone,"The display is so vibrant and clear, absolutely love it!",2016-08-13 03:25:33,positive
Xiaomi,The phone's build quality feels cheap and fragile.,2016-09-11 22:45:12,negative
iPhone,"The camera quality is decent, but could be better.",2016-09-11 13:18:51,neutral
Xiaomi,The camera quality on the {} is amazing.,2016-07-09 20:24:04,positive
Xiaomi,Really happy with the performance of my new {}.,2016-08-05 12:54:23,positive
Xiaomi,Really happy with the performance of my new {}.,2016-07-11 10:39:20,positive
Xiaomi,The camera on the {} is decent.,2016-08-28 21:08:20,neutral
iPhone,Why is my {} overheating?,2016-09-06 04:30:54,negative
Xiaomi,The camera on the {} is disappointing.,2016-09-26 02:40:39,negative
Samsung Galaxy,My {} is slower than expected.,2016-08-13 15:48:33,negative
OnePlus,The battery life of this phone is amazing! Lasts all day.,2016-09-24 04:35:21,positive
Samsung Galaxy,Battery life on the {} could be better.,2016-08-23 15:14:17,neutral
OnePlus,The phone heats up too quickly during gaming sessions.,2016-07-02 04:15:27,negative
Xiaomi,My {} is slower than expected.,2016-07-17 21:44:54,negative
OnePlus,Touchscreen on my {} is unresponsive at times.,2016-08-17 14:13:22,negative
OnePlus,Battery life on the {} could be better.,2016-07-06 10:27:26,neutral
Samsung Galaxy,Battery life on the {} could be better.,2016-07-29 08:58:31,neutral
Google Pixel,I regret buying the {}. Not worth the money.,2016-08-14 03:24:29,negative
Xiaomi,I hate how slow the phone gets after a few months.,2016-07-31 15:36:00,negative
iPhone,I'm impressed with the build quality of the {}.,2016-08-15 20:07:53,positive
OnePlus,Battery life on the {} is excellent.,2016-09-19 12:28:08,positive
iPhone,My {} is slower than expected.,2016-09-11 23:00:11,neutral
iPhone,My {} is slower than expected.,2016-07-25 14:11:52,negative
Google Pixel,Having some issues with my {}. Anyone else?,2016-08-04 12:41:54,neutral
OnePlus,The phone heats up too quickly during gaming sessions.,2016-07-16 02:45:18,negative
Google Pixel,My {} runs all my apps smoothly.,2016-09-07 11:24:46,positive
OnePlus,Experiencing connectivity issues with the {}.,2016-08-27 16:22:02,negative
Samsung Galaxy,My {} is slower than expected.,2016-08-24 03:26:43,negative
Samsung Galaxy,Experiencing connectivity issues with the {}.,2016-08-13 13:12:34,negative
OnePlus,The phone heats up too quickly during gaming sessions.,2016-09-09 13:25:51,negative
Xiaomi,Experiencing connectivity issues with the {}.,2016-07-02 20:56:51,neutral
Xiaomi,Experiencing connectivity issues with the {}.,2016-07-25 08:05:47,neutral
Samsung Galaxy,The display on the {} is okay.,2016-09-04 05:44:18,neutral
Xiaomi,The camera on the {} is decent.,2016-09-15 14:11:28,neutral
Samsung Galaxy,I hate how slow the phone gets after a few months.,2016-09-10 15:04:17,negative
iPhone,Battery life on the {} could be better.,2016-09-20 10:44:02,neutral
OnePlus,The camera on the {} is disappointing.,2016-07-10 21:20:59,negative
Samsung Galaxy,My {} runs all my apps smoothly.,2016-08-22 00:07:48,positive
Samsung Galaxy,"It's a good phone, but the speaker isn't very loud.",2016-09-22 06:09:20,neutral
Google Pixel,I'm impressed with the build quality of the {}.,2016-07-20 05:32:36,positive
Google Pixel,The {} is a great value for the price.,2016-08-18 22:41:46,positive
iPhone,My {} runs all my apps smoothly.,2016-09-05 21:39:55,positive
Google Pixel,The {} is a great value for the price.,2016-08-13 12:55:32,positive
Xiaomi,The {} keeps crashing. Frustrated!,2016-07-27 14:31:15,negative
Google Pixel,The camera on the {} is decent.,2016-07-11 18:50:34,neutral
iPhone,Having some issues with my {}. Anyone else?,2016-07-19 12:00:34,neutral
Samsung Galaxy,Really happy with the performance of my new {}.,2016-07-26 04:47:37,positive
Samsung Galaxy,"Loving the new software update, everything runs smoother.",2016-08-12 19:24:51,positive
Samsung Galaxy,The {} has exceeded my expectations!,2016-09-18 06:05:44,positive
OnePlus,I regret buying the {}. Not worth the money.,2016-07-02 17:50:20,negative
Google Pixel,Experiencing connectivity issues with the {}.,2016-07-17 23:34:52,negative
Samsung Galaxy,Touchscreen on my {} is unresponsive at times.,2016-07-04 05:25:24,negative
iPhone,My {} is slower than expected.,2016-07-06 22:39:53,negative
iPhone,The {} keeps crashing. Frustrated!,2016-08-11 14:25:30,negative
OnePlus,Really happy with the performance of my new {}.,2016-09-03 15:08:33,positive
Samsung Galaxy,"It's a good phone, but the speaker isn't very loud.",2016-09-17 21:23:00,neutral
Samsung Galaxy,The {} is really sleek and fast.,2016-09-02 09:30:56,positive
Xiaomi,The phone's build quality feels cheap and fragile.,2016-07-18 01:25:50,negative
Samsung Galaxy,Really happy with the performance of my new {}.,2016-07-20 05:03:08,positive
Xiaomi,Why is my {} overheating?,2016-09-16 13:57:18,negative
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",2016-09-04 15:13:12,positive
Google Pixel,Having some issues with my {}. Anyone else?,2016-08-21 13:29:41,neutral
Samsung Galaxy,Experiencing connectivity issues with the {}.,2016-09-07 22:15:50,negative
Google Pixel,The {} is really sleek and fast.,2016-08-09 00:18:27,positive
iPhone,"Loving the new software update, everything runs smoother.",2016-07-26 15:28:08,positive
Samsung Galaxy,I regret buying the {}. Not worth the money.,2016-09-02 13:09:29,negative
Google Pixel,"Loving the new software update, everything runs smoother.",2016-09-07 19:00:47,positive
iPhone,Touchscreen on my {} is unresponsive at times.,2016-07-18 12:31:11,negative
Google Pixel,The phone's build quality feels cheap and fragile.,2016-07-01 09:06:49,negative
iPhone,I hate how slow the phone gets after a few months.,2016-07-10 18:09:00,negative
Google Pixel,My {} runs all my apps smoothly.,2016-08-20 01:02:17,positive
Google Pixel,"The camera quality is decent, but could be better.",2016-08-15 04:45:35,neutral
OnePlus,The camera quality on the {} is amazing.,2016-09-29 21:12:58,positive
iPhone,The camera on the {} is decent.,2016-08-05 21:12:47,neutral
Google Pixel,Having some issues with my {}. Anyone else?,2016-07-26 02:59:15,neutral
Samsung Galaxy,The display on the {} is okay.,2016-07-21 04:31:50,neutral
OnePlus,The phone's build quality feels cheap and fragile.,2016-07-02 09:36:51,negative
Xiaomi,Experiencing connectivity issues with the {}.,2016-07-06 13:35:20,neutral
Google Pixel,I hate how slow the phone gets after a few months.,2016-09-07 06:56:23,negative
Xiaomi,"The camera quality is decent, but could be better.",2016-07-31 23:56:38,neutral
OnePlus,Experiencing connectivity issues with the {}.,2016-07-23 15:59:54,negative
Samsung Galaxy,The {} keeps crashing. Frustrated!,2016-08-25 01:06:34,negative
Samsung Galaxy,"The camera quality is decent, but could be better.",2016-08-30 10:29:48,neutral
iPhone,The phone heats up too quickly during gaming sessions.,2016-07-16 23:36:32,negative
Google Pixel,I regret buying the {}. Not worth the money.,2016-07-18 14:36:42,negative
Google Pixel,Why is my {} overheating?,2016-09-05 08:23:17,negative
Samsung Galaxy,Not too impressed with the {}. Expected more.,2016-09-26 09:02:39,neutral
iPhone,The camera on the {} is disappointing.,2016-09-15 19:46:08,negative
Samsung Galaxy,"Loving the new software update, everything runs smoother.",2016-08-24 22:38:22,positive
Xiaomi,Not too impressed with the {}. Expected more.,2016-07-20 08:45:50,neutral
OnePlus,The camera quality on the {} is amazing.,2016-07-08 22:32:05,positive
Samsung Galaxy,The phone heats up too quickly during gaming sessions.,2016-07-15 14:33:12,negative
Google Pixel,I regret buying the {}. Not worth the money.,2016-09-04 13:56:58,negative
OnePlus,Not too impressed with the {}. Expected more.,2016-09-01 02:01:08,neutral
Xiaomi,Not too impressed with the {}. Expected more.,2016-08-22 17:24:23,neutral
OnePlus,The camera on the {} is disappointing.,2016-09-24 19:46:24,negative
Xiaomi,Why is my {} overheating?,2016-08-26 14:39:00,negative
OnePlus,The phone heats up too quickly during gaming sessions.,2016-07-02 05:43:42,negative
iPhone,The camera on the {} is decent.,2016-09-19 18:38:47,neutral
Samsung Galaxy,The camera quality on the {} is amazing.,2016-09-05 19:15:29,positive
Samsung Galaxy,The camera on the {} is disappointing.,2016-07-17 10:04:11,negative
Xiaomi,"It's a good phone, but the speaker isn't very loud.",2016-07-23 18:25:07,neutral
Xiaomi,The phone's build quality feels cheap and fragile.,2016-07-11 11:56:33,negative
OnePlus,Not too impressed with the {}. Expected more.,2016-08-24 12:21:32,neutral
iPhone,I'm impressed with the build quality of the {}.,2016-07-27 08:09:21,positive
iPhone,The camera on the {} is decent.,2016-07-31 15:20:56,neutral
Xiaomi,My {} is slower than expected.,2016-07-11 08:09:26,negative
OnePlus,Touchscreen on my {} is unresponsive at times.,2016-07-16 02:43:58,neutral
Samsung Galaxy,My {} runs all my apps smoothly.,2016-07-19 14:31:42,positive
Xiaomi,Experiencing connectivity issues with the {}.,2016-09-03 17:19:02,neutral
Samsung Galaxy,Not too impressed with the {}. Expected more.,2016-07-24 04:55:42,neutral
Google Pixel,The {} has exceeded my expectations!,2016-07-14 19:14:22,positive
Google Pixel,Why is my {} overheating?,2016-09-22 15:03:20,negative
Samsung Galaxy,I regret buying the {}. Not worth the money.,2016-09-25 05:09:28,negative
Xiaomi,The {} keeps crashing. Frustrated!,2016-08-09 08:36:26,negative
iPhone,"It's a good phone, but the speaker isn't very loud.",2016-07-24 21:13:36,neutral
iPhone,Experiencing connectivity issues with the {}.,2016-07-08 11:26:47,negative
Google Pixel,Touchscreen on my {} is unresponsive at times.,2016-07-01 11:24:10,neutral
Samsung Galaxy,The battery life of this phone is amazing! Lasts all day.,2016-07-07 03:45:34,positive
Google Pixel,My {} is slower than expected.,2016-07-13 13:07:37,neutral
iPhone,I'm impressed with the build quality of the {}.,2016-07-10 21:31:58,positive
Xiaomi,The phone heats up too quickly during gaming sessions.,2016-07-15 10:49:56,negative
Google Pixel,"Loving the new software update, everything runs smoother.",2016-07-28 07:48:01,positive
Samsung Galaxy,I hate how slow the phone gets after a few months.,2016-08-16 03:30:33,negative
Google Pixel,Touchscreen on my {} is unresponsive at times.,2016-07-08 20:36:21,negative
Xiaomi,Having some issues with my {}. Anyone else?,2016-09-23 11:45:04,neutral
Xiaomi,The phone's build quality feels cheap and fragile.,2016-08-02 04:37:32,negative
Google Pixel,My {} runs all my apps smoothly.,2016-08-02 21:10:22,positive
Xiaomi,My {} runs all my apps smoothly.,2016-09-21 07:49:45,positive
Samsung Galaxy,I'm impressed with the build quality of the {}.,2016-07-23 17:46:51,positive
Google Pixel,I regret buying the {}. Not worth the money.,2016-08-05 18:08:57,negative
Google Pixel,Experiencing connectivity issues with the {}.,2016-09-04 20:03:06,neutral
Google Pixel,Experiencing connectivity issues with the {}.,2016-09-29 20:55:54,negative
OnePlus,"It's a good phone, but the speaker isn't very loud.",2016-08-04 05:05:38,neutral
iPhone,I regret buying the {}. Not worth the money.,2016-08-09 16:09:51,negative
iPhone,Battery life on the {} could be better.,2016-07-27 22:56:02,neutral
iPhone,The {} is really sleek and fast.,2016-08-29 04:42:02,positive
Google Pixel,Having some issues with my {}. Anyone else?,2016-07-07 08:09:56,neutral
OnePlus,My {} runs all my apps smoothly.,2016-09-22 02:18:10,positive
Xiaomi,I hate how slow the phone gets after a few months.,2016-08-24 03:34:56,negative
Xiaomi,The phone's build quality feels cheap and fragile.,2016-09-09 21:19:27,negative
Xiaomi,"Loving the new software update, everything runs smoother.",2016-08-11 06:37:38,positive
Google Pixel,Really happy with the performance of my new {}.,2016-08-10 14:37:56,positive
iPhone,Touchscreen on my {} is unresponsive at times.,2016-09-07 11:02:50,negative
Google Pixel,Battery life on the {} is excellent.,2016-08-20 06:47:17,positive
iPhone,The display on the {} is okay.,2016-09-25 13:23:56,neutral
iPhone,Battery life on the {} could be better.,2016-09-28 16:30:44,neutral
Google Pixel,Not too impressed with the {}. Expected more.,2016-07-24 12:28:29,neutral
Google Pixel,The camera on the {} is decent.,2016-08-23 12:25:56,neutral
Google Pixel,"Loving the new software update, everything runs smoother.",2016-08-24 16:00:11,positive
Google Pixel,Not too impressed with the {}. Expected more.,2016-09-18 16:57:14,neutral
iPhone,I regret buying the {}. Not worth the money.,2016-09-07 13:06:07,negative
Xiaomi,I regret buying the {}. Not worth the money.,2016-08-17 22:00:50,negative
OnePlus,"Loving the new software update, everything runs smoother.",2016-07-21 03:54:00,positive
Google Pixel,The phone heats up too quickly during gaming sessions.,2016-09-13 02:54:36,negative
Google Pixel,The phone heats up too quickly during gaming sessions.,2016-07-11 03:27:27,negative
OnePlus,Battery life on the {} could be better.,2016-07-02 16:27:22,neutral
Samsung Galaxy,Battery life on the {} could be better.,2016-07-01 19:23:09,neutral
Samsung Galaxy,"The camera quality is decent, but could be better.",2016-09-11 11:38:46,neutral
Google Pixel,Not too impressed with the {}. Expected more.,2016-08-29 02:04:33,neutral
Google Pixel,Not too impressed with the {}. Expected more.,2016-09-02 13:05:18,neutral
Google Pixel,Battery life on the {} is excellent.,2016-08-25 01:39:49,positive
Google Pixel,Experiencing connectivity issues with the {}.,2016-07-14 07:39:21,negative
Samsung Galaxy,Really happy with the performance of my new {}.,2016-09-19 17:58:28,positive
OnePlus,I hate how slow the phone gets after a few months.,2016-08-04 20:32:39,negative
Xiaomi,Experiencing connectivity issues with the {}.,2016-07-27 06:47:46,neutral
Samsung Galaxy,I regret buying the {}. Not worth the money.,2016-07-13 03:17:54,negative
OnePlus,The {} has exceeded my expectations!,2016-07-15 15:21:10,positive
Google Pixel,Not too impressed with the {}. Expected more.,2016-09-05 08:40:26,neutral
iPhone,Why is my {} overheating?,2016-07-12 08:38:16,negative
Xiaomi,My {} is slower than expected.,2016-09-06 19:00:29,negative
Xiaomi,I'm impressed with the build quality of the {}.,2016-09-05 10:20:36,positive
OnePlus,Battery life on the {} is excellent.,2016-07-11 15:30:50,positive
Google Pixel,My {} runs all my apps smoothly.,2016-09-19 18:49:53,positive
Samsung Galaxy,Touchscreen on my {} is unresponsive at times.,2016-08-09 09:46:11,negative
OnePlus,Not too impressed with the {}. Expected more.,2016-07-20 09:15:51,neutral
Xiaomi,"It's a good phone, but the speaker isn't very loud.",2016-09-13 04:31:41,neutral
iPhone,My {} is slower than expected.,2016-07-26 00:33:50,neutral
Samsung Galaxy,I'm impressed with the build quality of the {}.,2016-07-30 11:42:46,positive
Google Pixel,"The camera quality is decent, but could be better.",2016-09-03 19:28:49,neutral
Google Pixel,"The camera quality is decent, but could be better.",2016-07-18 11:28:55,neutral
iPhone,Battery life on the {} could be better.,2016-09-02 04:48:57,neutral
iPhone,The display on the {} is okay.,2016-08-26 17:02:32,neutral
OnePlus,The camera on the {} is decent.,2016-08-27 19:01:32,neutral
iPhone,Experiencing connectivity issues with the {}.,2016-09-18 15:49:10,negative
Xiaomi,My {} is slower than expected.,2016-09-16 04:43:32,negative
Google Pixel,The battery life of this phone is amazing! Lasts all day.,2016-09-07 20:24:11,positive
Xiaomi,The phone heats up too quickly during gaming sessions.,2016-07-29 10:58:06,negative
Xiaomi,The phone heats up too quickly during gaming sessions.,2016-08-17 12:23:20,negative
OnePlus,I'm impressed with the build quality of the {}.,2016-08-10 15:58:29,positive
Xiaomi,Really happy with the performance of my new {}.,2016-08-04 05:59:22,positive
Xiaomi,Having some issues with my {}. Anyone else?,2016-09-12 17:09:46,neutral
Samsung Galaxy,I regret buying the {}. Not worth the money.,2016-07-23 22:12:13,negative
OnePlus,The camera on the {} is disappointing.,2016-07-24 11:38:21,negative
OnePlus,Touchscreen on my {} is unresponsive at times.,2016-09-22 09:58:08,negative
Xiaomi,Having some issues with my {}. Anyone else?,2016-09-13 18:43:11,neutral
Xiaomi,The {} has exceeded my expectations!,2016-08-01 13:39:26,positive
Google Pixel,The camera on the {} is decent.,2016-08-10 07:14:56,neutral
Xiaomi,Battery life on the {} is excellent.,2016-09-17 12:37:41,positive
Samsung Galaxy,Battery life on the {} is excellent.,2016-08-17 07:56:42,positive
iPhone,I hate how slow the phone gets after a few months.,2016-09-06 22:40:11,negative
Google Pixel,"The camera quality is decent, but could be better.",2016-08-30 19:28:24,neutral
Xiaomi,My {} runs all my apps smoothly.,2016-08-29 05:19:07,positive
Samsung Galaxy,I'm impressed with the build quality of the {}.,2016-08-11 01:00:50,positive
iPhone,Really happy with the performance of my new {}.,2016-07-04 13:59:48,positive
Xiaomi,The {} is a great value for the price.,2016-07-05 07:16:13,positive
iPhone,The phone heats up too quickly during gaming sessions.,2016-09-04 16:56:34,negative
Xiaomi,The {} keeps crashing. Frustrated!,2016-08-29 12:28:00,negative
Samsung Galaxy,Experiencing connectivity issues with the {}.,2016-07-23 17:36:10,neutral
Samsung Galaxy,Battery life on the {} is excellent.,2016-08-21 21:50:44,positive
Google Pixel,Touchscreen on my {} is unresponsive at times.,2016-09-04 12:05:43,neutral
Google Pixel,The battery life of this phone is amazing! Lasts all day.,2016-09-22 20:48:10,positive
Samsung Galaxy,Not too impressed with the {}. Expected more.,2016-09-14 22:21:19,neutral
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",2016-08-04 07:30:31,positive
Google Pixel,I'm impressed with the build quality of the {}.,2016-08-27 20:35:07,positive
OnePlus,Battery life on the {} is excellent.,2016-09-28 06:53:46,positive
OnePlus,The {} keeps crashing. Frustrated!,2016-07-31 08:16:23,negative
iPhone,Why is my {} overheating?,2016-08-11 05:10:35,negative
Xiaomi,Not too impressed with the {}. Expected more.,2016-07-31 19:56:19,neutral
Xiaomi,"Loving the new software update, everything runs smoother.",2016-07-03 20:25:23,positive
Samsung Galaxy,The {} is a great value for the price.,2016-07-30 03:48:54,positive
iPhone,The camera quality on the {} is amazing.,2016-09-12 20:01:39,positive
Xiaomi,Touchscreen on my {} is unresponsive at times.,2016-07-27 00:37:19,neutral
Samsung Galaxy,I hate how slow the phone gets after a few months.,2016-07-07 04:04:35,negative
iPhone,My {} is slower than expected.,2016-07-31 21:56:38,negative
Google Pixel,Really happy with the performance of my new {}.,2016-08-21 14:15:09,positive
iPhone,The camera on the {} is decent.,2016-09-12 14:46:59,neutral
Xiaomi,The phone's build quality feels cheap and fragile.,2016-08-01 09:22:38,negative
Google Pixel,I'm impressed with the build quality of the {}.,2016-09-01 14:07:58,positive
iPhone,Experiencing connectivity issues with the {}.,2016-08-11 23:34:12,neutral
Xiaomi,"It's a good phone, but the speaker isn't very loud.",2016-07-24 05:14:18,neutral
OnePlus,The {} has exceeded my expectations!,2016-07-25 01:51:34,positive
Google Pixel,Having some issues with my {}. Anyone else?,2016-09-20 06:17:34,neutral
Samsung Galaxy,Experiencing connectivity issues with the {}.,2016-08-11 07:23:28,negative
iPhone,I regret buying the {}. Not worth the money.,2016-07-23 22:10:40,negative
Xiaomi,"The camera quality is decent, but could be better.",2016-07-07 02:45:08,neutral
Samsung Galaxy,The camera on the {} is disappointing.,2016-08-08 04:55:28,negative
Samsung Galaxy,"It's a good phone, but the speaker isn't very loud.",2016-07-10 04:06:14,neutral
Google Pixel,My {} runs all my apps smoothly.,2016-09-28 11:13:29,positive
Xiaomi,The phone heats up too quickly during gaming sessions.,2016-08-03 02:35:19,negative
Google Pixel,Touchscreen on my {} is unresponsive at times.,2016-07-17 01:50:56,neutral
iPhone,Experiencing connectivity issues with the {}.,2016-09-22 12:30:36,negative
Google Pixel,I regret buying the {}. Not worth the money.,2016-08-29 23:58:13,negative
iPhone,The {} has exceeded my expectations!,2016-08-19 10:16:00,positive
OnePlus,The phone heats up too quickly during gaming sessions.,2016-07-31 12:06:10,negative
Xiaomi,The {} has exceeded my expectations!,2016-09-15 23:07:21,positive
OnePlus,The camera quality on the {} is amazing.,2016-07-11 17:58:19,positive
Xiaomi,Why is my {} overheating?,2016-07-12 11:35:49,negative
iPhone,"It's a good phone, but the speaker isn't very loud.",2016-07-24 01:02:24,neutral
iPhone,Touchscreen on my {} is unresponsive at times.,2016-09-20 11:23:09,negative
Samsung Galaxy,Touchscreen on my {} is unresponsive at times.,2016-09-22 01:31:07,negative
Samsung Galaxy,The display on the {} is okay.,2016-07-02 07:28:13,neutral
Xiaomi,"It's a good phone, but the speaker isn't very loud.",2016-07-15 18:47:28,neutral
Samsung Galaxy,Really happy with the performance of my new {}.,2016-09-19 01:29:15,positive
Samsung Galaxy,The {} is really sleek and fast.,2016-08-10 01:19:49,positive
Samsung Galaxy,Experiencing connectivity issues with the {}.,2016-08-17 03:31:11,neutral
iPhone,My {} runs all my apps smoothly.,2016-09-17 00:15:01,positive
Samsung Galaxy,I'm impressed with the build quality of the {}.,2016-09-10 12:35:53,positive
OnePlus,The {} is a great value for the price.,2016-09-09 00:33:19,positive
Samsung Galaxy,"The camera quality is decent, but could be better.",2016-07-24 03:33:11,neutral
iPhone,The display on the {} is okay.,2016-09-06 21:03:49,neutral
Samsung Galaxy,I hate how slow the phone gets after a few months.,2016-07-17 20:50:04,negative
Samsung Galaxy,"It's a good phone, but the speaker isn't very loud.",2016-07-31 09:40:34,neutral
Xiaomi,Touchscreen on my {} is unresponsive at times.,2016-07-05 09:07:54,neutral
Xiaomi,The camera on the {} is disappointing.,2016-07-11 17:38:56,negative
Samsung Galaxy,Touchscreen on my {} is unresponsive at times.,2016-07-18 11:08:49,negative
OnePlus,Experiencing connectivity issues with the {}.,2016-08-19 01:00:45,negative
OnePlus,The phone heats up too quickly during gaming sessions.,2016-09-13 17:12:25,negative
Google Pixel,The {} keeps crashing. Frustrated!,2016-09-21 15:11:54,negative
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",2016-09-02 19:41:07,positive
Xiaomi,"The display is so vibrant and clear, absolutely love it!",2016-08-10 03:47:48,positive
Google Pixel,The camera quality on the {} is amazing.,2016-07-14 18:28:02,positive
Xiaomi,The {} has exceeded my expectations!,2016-08-27 10:04:12,positive
Google Pixel,The {} has exceeded my expectations!,2016-09-15 05:43:40,positive
OnePlus,"It's a good phone, but the speaker isn't very loud.",2016-07-13 11:52:37,neutral
Google Pixel,The {} keeps crashing. Frustrated!,2016-07-21 23:57:49,negative
OnePlus,The {} is really sleek and fast.,2016-09-24 02:39:06,positive
iPhone,The phone's build quality feels cheap and fragile.,2016-09-20 21:22:06,negative
OnePlus,The camera on the {} is disappointing.,2016-08-07 13:51:42,negative
iPhone,Really happy with the performance of my new {}.,2016-09-23 00:42:56,positive
Google Pixel,Really happy with the performance of my new {}.,2016-08-11 14:29:09,positive
Xiaomi,The camera on the {} is decent.,2016-07-31 14:10:20,neutral
OnePlus,"It's a good phone, but the speaker isn't very loud.",2016-08-04 12:26:25,neutral
iPhone,"The display is so vibrant and clear, absolutely love it!",2016-08-04 18:23:45,positive
OnePlus,Not too impressed with the {}. Expected more.,2016-07-15 04:06:47,neutral
Google Pixel,The display on the {} is okay.,2016-07-01 13:43:10,neutral
iPhone,"The display is so vibrant and clear, absolutely love it!",2016-07-11 13:37:58,positive
iPhone,I regret buying the {}. Not worth the money.,2016-09-26 05:31:53,negative
iPhone,The {} is really sleek and fast.,2016-07-25 17:55:53,positive
OnePlus,The battery life of this phone is amazing! Lasts all day.,2016-09-29 17:39:01,positive
Samsung Galaxy,Not too impressed with the {}. Expected more.,2016-09-02 01:05:05,neutral
Google Pixel,Experiencing connectivity issues with the {}.,2016-09-08 20:12:45,neutral
Xiaomi,Touchscreen on my {} is unresponsive at times.,2016-09-09 08:06:35,negative
iPhone,The camera on the {} is decent.,2016-09-03 08:06:32,neutral
Google Pixel,The {} is a great value for the price.,2016-07-15 19:59:56,positive
Samsung Galaxy,My {} runs all my apps smoothly.,2016-09-13 01:39:54,positive
Xiaomi,The display on the {} is okay.,2016-08-31 20:51:45,neutral
OnePlus,My {} runs all my apps smoothly.,2016-08-04 00:50:36,positive
Samsung Galaxy,The {} keeps crashing. Frustrated!,2016-09-13 19:35:42,negative
OnePlus,Why is my {} overheating?,2016-09-08 21:34:23,negative
OnePlus,Really happy with the performance of my new {}.,2016-07-01 09:13:21,positive
Xiaomi,The display on the {} is okay.,2016-07-19 13:28:30,neutral
OnePlus,Really happy with the performance of my new {}.,2016-07-06 13:39:08,positive
Samsung Galaxy,Battery life on the {} is excellent.,2016-07-25 16:04:28,positive
OnePlus,Battery life on the {} could be better.,2016-09-02 21:30:02,neutral
iPhone,My {} is slower than expected.,2016-08-08 09:46:25,negative
Google Pixel,The camera quality on the {} is amazing.,2016-09-26 19:01:32,positive
OnePlus,"It's a good phone, but the speaker isn't very loud.",2016-08-16 04:27:10,neutral
Google Pixel,The {} has exceeded my expectations!,2016-07-17 00:12:08,positive
OnePlus,The display on the {} is okay.,2016-07-10 10:02:42,neutral
Google Pixel,Not too impressed with the {}. Expected more.,2016-08-12 08:57:12,neutral
Xiaomi,The {} is a great value for the price.,2016-09-19 12:32:46,positive
Samsung Galaxy,Battery life on the {} is excellent.,2016-08-23 05:49:23,positive
Xiaomi,The {} has exceeded my expectations!,2016-09-08 13:34:57,positive
Google Pixel,Why is my {} overheating?,2016-07-01 13:48:01,negative
iPhone,The {} has exceeded my expectations!,2016-08-26 19:49:55,positive
Samsung Galaxy,The display on the {} is okay.,2016-08-25 13:24:34,neutral
Google Pixel,Experiencing connectivity issues with the {}.,2016-09-07 01:21:22,neutral
Google Pixel,"The camera quality is decent, but could be better.",2016-08-22 00:16:13,neutral
OnePlus,The camera on the {} is decent.,2016-09-25 16:46:23,neutral
Samsung Galaxy,The {} is a great value for the price.,2016-08-13 19:32:15,positive
Xiaomi,"It's a good phone, but the speaker isn't very loud.",2016-07-02 10:37:43,neutral
Xiaomi,The camera quality on the {} is amazing.,2016-07-03 09:17:59,positive
OnePlus,Touchscreen on my {} is unresponsive at times.,2016-08-16 11:10:55,neutral
Google Pixel,The {} has exceeded my expectations!,2016-07-23 18:44:54,positive
Samsung Galaxy,Having some issues with my {}. Anyone else?,2016-08-24 01:13:32,neutral
Samsung Galaxy,"The camera quality is decent, but could be better.",2016-08-23 12:47:43,neutral
iPhone,Having some issues with my {}. Anyone else?,2016-08-07 06:14:49,neutral
Google Pixel,I'm impressed with the build quality of the {}.,2016-08-15 21:58:36,positive
Xiaomi,Having some issues with my {}. Anyone else?,2016-08-08 02:55:12,neutral
Xiaomi,My {} runs all my apps smoothly.,2016-09-03 21:12:56,positive
Samsung Galaxy,Not too impressed with the {}. Expected more.,2016-09-07 11:06:01,neutral
Google Pixel,My {} is slower than expected.,2016-07-20 10:21:31,negative
Xiaomi,"It's a good phone, but the speaker isn't very loud.",2016-08-09 11:34:03,neutral
Samsung Galaxy,Battery life on the {} is excellent.,2016-08-11 04:33:12,positive
Samsung Galaxy,Why is my {} overheating?,2016-09-03 18:17:34,negative
Xiaomi,"The camera quality is decent, but could be better.",2016-09-26 12:56:05,neutral
Google Pixel,The camera on the {} is decent.,2016-07-05 17:00:52,neutral
Xiaomi,Having some issues with my {}. Anyone else?,2016-07-08 16:39:40,neutral
Samsung Galaxy,The camera on the {} is decent.,2016-07-12 03:30:37,neutral
Google Pixel,Battery life on the {} is excellent.,2016-09-28 08:23:49,positive
Xiaomi,Really happy with the performance of my new {}.,2016-09-11 21:16:57,positive
Samsung Galaxy,Battery life on the {} is excellent.,2016-07-27 10:56:30,positive
