product,content,date_time,sentiment
iPhone,The phone heats up too quickly during gaming sessions.,7/10/2016 22:32,negative
Samsung Galaxy,The phone's build quality feels cheap and fragile.,9/12/2016 9:08,negative
OnePlus,The battery life of this phone is amazing! Lasts all day.,7/31/2016 16:57,positive
iPhone,"Good phone, but it lacks a headphone jack.",8/9/2016 7:18,neutral
Xiaomi,"The camera quality is decent, but could be better.",9/16/2016 23:56,neutral
OnePlus,The night mode camera feature is impressive.,7/14/2016 17:50,positive
Samsung Galaxy,The night mode camera feature is impressive.,7/7/2016 20:06,positive
Xiaomi,"The display is so vibrant and clear, absolutely love it!",8/6/2016 2:46,positive
Google Pixel,The phone's build quality feels cheap and fragile.,9/17/2016 2:52,negative
iPhone,"Loving the new software update, everything runs smoother.",9/9/2016 4:47,positive
Samsung Galaxy,The phone's design is sleek and modern.,7/29/2016 19:26,positive
iPhone,The phone's design is sleek and modern.,9/4/2016 7:24,positive
OnePlus,Satisfied with the overall performance of this phone.,9/15/2016 3:12,neutral
Xiaomi,"The display is so vibrant and clear, absolutely love it!",7/12/2016 12:16,positive
Xiaomi,The face recognition feature is really fast and accurate.,9/20/2016 2:38,positive
Samsung Galaxy,"It's a good phone, but the speaker isn't very loud.",7/16/2016 12:13,neutral
Xiaomi,"The display is so vibrant and clear, absolutely love it!",7/11/2016 23:13,positive
Google Pixel,The night mode camera feature is impressive.,7/1/2016 19:42,positive
Xiaomi,The phone's software is full of bugs.,9/5/2016 11:05,negative
OnePlus,The phone's software is full of bugs.,9/29/2016 11:59,negative
OnePlus,"Great value for money, highly recommend this phone.",7/10/2016 6:30,positive
Xiaomi,The fast charging feature is a lifesaver.,8/28/2016 16:31,positive
Samsung Galaxy,The fast charging feature is a lifesaver.,8/14/2016 11:46,positive
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",9/7/2016 5:34,positive
iPhone,The phone's build quality feels cheap and fragile.,9/6/2016 22:08,negative
OnePlus,The battery life of this phone is amazing! Lasts all day.,9/29/2016 8:50,positive
Google Pixel,The phone's build quality feels cheap and fragile.,7/18/2016 9:36,negative
iPhone,I hate how slow the phone gets after a few months.,7/3/2016 16:02,negative
Xiaomi,The fingerprint sensor is slow to respond.,8/2/2016 18:46,negative
Xiaomi,The phone's software is full of bugs.,9/21/2016 11:41,negative
OnePlus,The phone heats up too quickly during gaming sessions.,8/16/2016 4:45,negative
Google Pixel,"The camera quality is decent, but could be better.",7/10/2016 18:50,neutral
Samsung Galaxy,The phone's battery drains quickly when using 5G.,8/15/2016 15:59,negative
OnePlus,"Good phone, but it lacks a headphone jack.",7/12/2016 12:40,neutral
OnePlus,I hate how slow the phone gets after a few months.,8/26/2016 2:24,negative
Samsung Galaxy,The face recognition feature is really fast and accurate.,8/29/2016 18:16,positive
Xiaomi,I hate how slow the phone gets after a few months.,7/27/2016 9:58,negative
Xiaomi,The battery life of this phone is amazing! Lasts all day.,8/31/2016 2:30,positive
OnePlus,The phone's build quality feels cheap and fragile.,7/8/2016 1:52,negative
Samsung Galaxy,The phone often lags when switching between apps.,7/14/2016 2:58,negative
Samsung Galaxy,I hate how slow the phone gets after a few months.,7/31/2016 5:27,negative
Samsung Galaxy,The phone heats up too quickly during gaming sessions.,7/2/2016 18:59,negative
Samsung Galaxy,"It's a good phone, but the speaker isn't very loud.",8/20/2016 2:35,neutral
Samsung Galaxy,The fingerprint sensor is slow to respond.,7/7/2016 22:46,negative
Xiaomi,"It's a good phone, but the speaker isn't very loud.",9/15/2016 17:14,neutral
OnePlus,The night mode camera feature is impressive.,7/29/2016 9:28,positive
OnePlus,"The display is so vibrant and clear, absolutely love it!",7/5/2016 11:20,positive
OnePlus,"It's a good phone, but the speaker isn't very loud.",7/11/2016 4:22,neutral
Google Pixel,The night mode camera feature is impressive.,9/8/2016 12:28,positive
iPhone,The battery life of this phone is amazing! Lasts all day.,8/3/2016 23:35,positive
Google Pixel,Satisfied with the overall performance of this phone.,8/30/2016 18:21,neutral
Xiaomi,"The display is so vibrant and clear, absolutely love it!",8/9/2016 15:17,positive
Google Pixel,The battery life of this phone is amazing! Lasts all day.,8/10/2016 5:37,positive
iPhone,Satisfied with the overall performance of this phone.,9/21/2016 11:45,neutral
OnePlus,I hate how slow the phone gets after a few months.,9/11/2016 16:28,negative
Google Pixel,"The camera quality is decent, but could be better.",9/12/2016 14:00,neutral
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",8/20/2016 7:13,positive
Samsung Galaxy,"It's a good phone, but the speaker isn't very loud.",8/23/2016 22:29,neutral
OnePlus,The fingerprint sensor is slow to respond.,9/27/2016 1:02,negative
Google Pixel,The phone heats up too quickly during gaming sessions.,9/7/2016 5:21,negative
OnePlus,The night mode camera feature is impressive.,8/2/2016 3:32,positive
iPhone,"It's a good phone, but the speaker isn't very loud.",8/23/2016 11:43,neutral
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",7/7/2016 23:18,positive
Xiaomi,"It's a good phone, but the speaker isn't very loud.",8/22/2016 2:25,neutral
OnePlus,The face recognition feature is really fast and accurate.,7/27/2016 3:52,positive
Xiaomi,"Good phone, but it lacks a headphone jack.",7/3/2016 19:04,neutral
Google Pixel,The night mode camera feature is impressive.,8/28/2016 14:29,positive
Google Pixel,"Loving the new software update, everything runs smoother.",8/31/2016 17:28,positive
iPhone,"Good phone, but it lacks a headphone jack.",7/13/2016 21:14,neutral
iPhone,"It's a good phone, but the speaker isn't very loud.",7/10/2016 20:42,neutral
Xiaomi,The phone often lags when switching between apps.,9/21/2016 8:42,negative
OnePlus,"The camera quality is decent, but could be better.",8/6/2016 18:33,neutral
Google Pixel,The face recognition feature is really fast and accurate.,9/9/2016 8:22,positive
iPhone,The phone heats up too quickly during gaming sessions.,9/6/2016 15:46,negative
iPhone,"Loving the new software update, everything runs smoother.",9/23/2016 5:30,positive
OnePlus,The night mode camera feature is impressive.,7/1/2016 18:17,positive
iPhone,The face recognition feature is really fast and accurate.,8/26/2016 14:57,positive
iPhone,The sound quality during calls is not very clear.,9/20/2016 4:42,negative
Google Pixel,The battery life of this phone is amazing! Lasts all day.,9/28/2016 1:01,positive
Xiaomi,The sound quality during calls is not very clear.,9/5/2016 9:55,negative
Xiaomi,The sound quality during calls is not very clear.,7/28/2016 4:26,negative
OnePlus,The phone's software is full of bugs.,7/12/2016 0:49,negative
Xiaomi,"It's a good phone, but the speaker isn't very loud.",7/29/2016 0:06,neutral
Samsung Galaxy,The battery life of this phone is amazing! Lasts all day.,8/22/2016 23:16,positive
Xiaomi,"Loving the new software update, everything runs smoother.",9/16/2016 15:51,positive
Xiaomi,The phone heats up too quickly during gaming sessions.,7/30/2016 1:23,negative
OnePlus,The face recognition feature is really fast and accurate.,8/6/2016 17:53,positive
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",9/25/2016 11:54,positive
OnePlus,"Good phone, but it lacks a headphone jack.",7/23/2016 2:14,neutral
Google Pixel,The fingerprint sensor is slow to respond.,9/24/2016 0:41,negative
iPhone,The phone heats up too quickly during gaming sessions.,7/4/2016 10:37,negative
iPhone,The face recognition feature is really fast and accurate.,9/18/2016 14:47,positive
iPhone,"Good phone, but it lacks a headphone jack.",7/6/2016 18:15,neutral
Xiaomi,"The camera quality is decent, but could be better.",7/6/2016 0:31,neutral
OnePlus,The phone's build quality feels cheap and fragile.,8/9/2016 4:43,negative
iPhone,"The display is so vibrant and clear, absolutely love it!",9/2/2016 21:40,positive
OnePlus,"The display is so vibrant and clear, absolutely love it!",9/14/2016 0:14,positive
Xiaomi,"The camera quality is decent, but could be better.",8/16/2016 12:44,neutral
iPhone,The battery life of this phone is amazing! Lasts all day.,7/29/2016 1:33,positive
Xiaomi,The phone's build quality feels cheap and fragile.,8/8/2016 8:42,negative
iPhone,The phone's battery drains quickly when using 5G.,7/20/2016 10:12,negative
OnePlus,I hate how slow the phone gets after a few months.,9/6/2016 6:13,negative
Google Pixel,"It's a good phone, but the speaker isn't very loud.",9/9/2016 7:21,neutral
iPhone,The phone's build quality feels cheap and fragile.,8/7/2016 5:40,negative
Xiaomi,"The camera quality is decent, but could be better.",7/20/2016 22:44,neutral
Xiaomi,The phone often lags when switching between apps.,9/2/2016 9:20,negative
Xiaomi,The phone's software is full of bugs.,9/29/2016 10:51,negative
Google Pixel,"Great value for money, highly recommend this phone.",9/12/2016 22:18,positive
Google Pixel,The phone's battery drains quickly when using 5G.,9/15/2016 8:27,negative
iPhone,"It's a good phone, but the speaker isn't very loud.",9/20/2016 11:34,neutral
Xiaomi,The fast charging feature is a lifesaver.,7/26/2016 0:13,positive
OnePlus,"Good phone, but it lacks a headphone jack.",9/20/2016 7:08,neutral
Xiaomi,"The camera quality is decent, but could be better.",9/25/2016 0:35,neutral
iPhone,The fast charging feature is a lifesaver.,9/21/2016 17:25,positive
Samsung Galaxy,"Great value for money, highly recommend this phone.",9/23/2016 9:36,positive
OnePlus,The phone's battery drains quickly when using 5G.,8/12/2016 4:26,negative
Google Pixel,The phone's software is full of bugs.,9/25/2016 9:25,negative
Xiaomi,The battery life of this phone is amazing! Lasts all day.,9/12/2016 9:46,positive
iPhone,The phone's design is sleek and modern.,8/6/2016 10:28,positive
OnePlus,The fast charging feature is a lifesaver.,9/19/2016 6:24,positive
Samsung Galaxy,The battery life of this phone is amazing! Lasts all day.,8/24/2016 0:59,positive
Samsung Galaxy,"Loving the new software update, everything runs smoother.",7/27/2016 8:24,positive
Samsung Galaxy,Satisfied with the overall performance of this phone.,7/20/2016 9:38,neutral
iPhone,"Great value for money, highly recommend this phone.",8/7/2016 22:17,positive
Google Pixel,The phone often lags when switching between apps.,8/14/2016 7:34,negative
iPhone,The phone's battery drains quickly when using 5G.,8/9/2016 15:22,negative
Samsung Galaxy,The phone's battery drains quickly when using 5G.,8/23/2016 11:04,negative
Samsung Galaxy,The phone heats up too quickly during gaming sessions.,9/14/2016 14:28,negative
Google Pixel,The fingerprint sensor is slow to respond.,8/9/2016 4:22,negative
Samsung Galaxy,"Good phone, but it lacks a headphone jack.",8/23/2016 19:10,neutral
Google Pixel,I hate how slow the phone gets after a few months.,9/9/2016 5:39,negative
iPhone,"Great value for money, highly recommend this phone.",8/20/2016 9:54,positive
OnePlus,The phone's build quality feels cheap and fragile.,7/18/2016 5:49,negative
Samsung Galaxy,The night mode camera feature is impressive.,8/2/2016 17:46,positive
OnePlus,The phone's battery drains quickly when using 5G.,7/30/2016 23:58,negative
Xiaomi,The sound quality during calls is not very clear.,9/5/2016 0:07,negative
Google Pixel,The face recognition feature is really fast and accurate.,8/26/2016 18:46,positive
OnePlus,"The camera quality is decent, but could be better.",7/2/2016 5:40,neutral
OnePlus,The face recognition feature is really fast and accurate.,8/2/2016 22:24,positive
Google Pixel,The night mode camera feature is impressive.,8/13/2016 13:59,positive
Samsung Galaxy,The fingerprint sensor is slow to respond.,7/12/2016 22:41,negative
OnePlus,The fingerprint sensor is slow to respond.,8/5/2016 3:18,negative
iPhone,"The display is so vibrant and clear, absolutely love it!",8/20/2016 12:43,positive
Xiaomi,The battery life of this phone is amazing! Lasts all day.,9/8/2016 13:26,positive
Xiaomi,"The display is so vibrant and clear, absolutely love it!",7/21/2016 17:05,positive
OnePlus,The phone often lags when switching between apps.,8/29/2016 6:42,negative
iPhone,Satisfied with the overall performance of this phone.,9/20/2016 1:04,neutral
OnePlus,"The display is so vibrant and clear, absolutely love it!",8/22/2016 13:28,positive
Samsung Galaxy,"Good phone, but it lacks a headphone jack.",7/22/2016 17:01,neutral
OnePlus,The phone's build quality feels cheap and fragile.,8/16/2016 14:54,negative
Google Pixel,"Good phone, but it lacks a headphone jack.",7/26/2016 10:14,neutral
OnePlus,"The display is so vibrant and clear, absolutely love it!",9/5/2016 1:55,positive
Samsung Galaxy,The fingerprint sensor is slow to respond.,7/11/2016 8:57,negative
Samsung Galaxy,"Loving the new software update, everything runs smoother.",9/19/2016 4:01,positive
Xiaomi,The face recognition feature is really fast and accurate.,9/5/2016 14:57,positive
Samsung Galaxy,"The camera quality is decent, but could be better.",8/4/2016 7:23,neutral
Xiaomi,The battery life of this phone is amazing! Lasts all day.,9/14/2016 18:07,positive
Google Pixel,Satisfied with the overall performance of this phone.,7/1/2016 5:30,neutral
Samsung Galaxy,Satisfied with the overall performance of this phone.,9/15/2016 7:41,neutral
Google Pixel,"The camera quality is decent, but could be better.",8/7/2016 22:09,neutral
Samsung Galaxy,The fast charging feature is a lifesaver.,7/30/2016 14:23,positive
Xiaomi,The phone's battery drains quickly when using 5G.,7/14/2016 7:46,negative
Google Pixel,I hate how slow the phone gets after a few months.,7/31/2016 20:02,negative
Xiaomi,The face recognition feature is really fast and accurate.,9/24/2016 5:58,positive
Xiaomi,The phone often lags when switching between apps.,7/27/2016 6:57,negative
Google Pixel,The phone's design is sleek and modern.,7/12/2016 5:48,positive
iPhone,The battery life of this phone is amazing! Lasts all day.,9/25/2016 9:35,positive
iPhone,The phone often lags when switching between apps.,9/3/2016 3:24,negative
Samsung Galaxy,The fingerprint sensor is slow to respond.,7/29/2016 20:49,negative
Google Pixel,"The display is so vibrant and clear, absolutely love it!",7/13/2016 8:20,positive
Google Pixel,The sound quality during calls is not very clear.,8/4/2016 9:04,negative
Samsung Galaxy,"It's a good phone, but the speaker isn't very loud.",9/20/2016 7:04,neutral
Xiaomi,"Good phone, but it lacks a headphone jack.",7/15/2016 16:17,neutral
Google Pixel,The sound quality during calls is not very clear.,9/21/2016 5:20,negative
Xiaomi,"Great value for money, highly recommend this phone.",8/22/2016 3:09,positive
Xiaomi,The face recognition feature is really fast and accurate.,9/22/2016 7:08,positive
Samsung Galaxy,I hate how slow the phone gets after a few months.,8/14/2016 4:57,negative
Xiaomi,The fast charging feature is a lifesaver.,7/8/2016 20:32,positive
Samsung Galaxy,"Loving the new software update, everything runs smoother.",8/4/2016 1:38,positive
Samsung Galaxy,The phone's software is full of bugs.,8/15/2016 0:47,negative
Samsung Galaxy,The phone's battery drains quickly when using 5G.,9/27/2016 2:41,negative
OnePlus,The night mode camera feature is impressive.,7/28/2016 12:54,positive
Samsung Galaxy,The phone's software is full of bugs.,8/3/2016 5:24,negative
Google Pixel,The face recognition feature is really fast and accurate.,7/9/2016 2:43,positive
Xiaomi,The fingerprint sensor is slow to respond.,9/23/2016 6:11,negative
Google Pixel,"The camera quality is decent, but could be better.",9/7/2016 17:44,neutral
OnePlus,"It's a good phone, but the speaker isn't very loud.",9/23/2016 15:08,neutral
iPhone,"Great value for money, highly recommend this phone.",9/12/2016 16:20,positive
Xiaomi,Satisfied with the overall performance of this phone.,7/14/2016 17:01,neutral
iPhone,"It's a good phone, but the speaker isn't very loud.",9/3/2016 16:27,neutral
Google Pixel,Satisfied with the overall performance of this phone.,8/12/2016 7:16,neutral
iPhone,"It's a good phone, but the speaker isn't very loud.",9/26/2016 18:30,neutral
Samsung Galaxy,The phone's battery drains quickly when using 5G.,8/25/2016 18:59,negative
Samsung Galaxy,"Great value for money, highly recommend this phone.",7/21/2016 22:44,positive
iPhone,"The camera quality is decent, but could be better.",9/11/2016 8:10,neutral
Google Pixel,"The camera quality is decent, but could be better.",7/28/2016 10:53,neutral
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",8/5/2016 2:39,positive
Google Pixel,"The display is so vibrant and clear, absolutely love it!",9/22/2016 23:08,positive
OnePlus,"Good phone, but it lacks a headphone jack.",8/29/2016 20:51,neutral
iPhone,The phone's battery drains quickly when using 5G.,9/13/2016 4:42,negative
iPhone,The night mode camera feature is impressive.,8/14/2016 6:08,positive
OnePlus,The phone's design is sleek and modern.,8/21/2016 13:46,positive
Samsung Galaxy,The phone often lags when switching between apps.,7/24/2016 12:43,negative
OnePlus,The phone's software is full of bugs.,9/22/2016 12:57,negative
Samsung Galaxy,The phone's build quality feels cheap and fragile.,7/15/2016 19:15,negative
Xiaomi,The night mode camera feature is impressive.,7/20/2016 1:33,positive
Google Pixel,The fingerprint sensor is slow to respond.,9/10/2016 21:45,negative
Google Pixel,"Good phone, but it lacks a headphone jack.",8/1/2016 16:48,neutral
Samsung Galaxy,I hate how slow the phone gets after a few months.,9/12/2016 6:52,negative
Google Pixel,The phone's design is sleek and modern.,8/17/2016 23:50,positive
iPhone,The phone's design is sleek and modern.,9/4/2016 6:14,positive
iPhone,I hate how slow the phone gets after a few months.,9/29/2016 10:40,negative
Samsung Galaxy,"Loving the new software update, everything runs smoother.",8/2/2016 9:05,positive
OnePlus,Satisfied with the overall performance of this phone.,7/24/2016 12:17,neutral
Xiaomi,The battery life of this phone is amazing! Lasts all day.,7/15/2016 8:09,positive
Xiaomi,The fast charging feature is a lifesaver.,8/16/2016 23:57,positive
Xiaomi,Satisfied with the overall performance of this phone.,9/25/2016 20:34,neutral
OnePlus,"The display is so vibrant and clear, absolutely love it!",7/14/2016 11:46,positive
OnePlus,The phone's design is sleek and modern.,9/22/2016 23:45,positive
Samsung Galaxy,"Loving the new software update, everything runs smoother.",7/11/2016 9:19,positive
Samsung Galaxy,I hate how slow the phone gets after a few months.,8/28/2016 19:12,negative
OnePlus,The sound quality during calls is not very clear.,8/1/2016 5:49,negative
iPhone,The phone's design is sleek and modern.,8/2/2016 9:50,positive
Samsung Galaxy,The phone often lags when switching between apps.,9/26/2016 8:19,negative
iPhone,The phone's software is full of bugs.,9/3/2016 15:16,negative
Samsung Galaxy,Satisfied with the overall performance of this phone.,7/6/2016 20:54,neutral
Google Pixel,Satisfied with the overall performance of this phone.,9/20/2016 15:10,neutral
iPhone,"The camera quality is decent, but could be better.",9/12/2016 18:55,neutral
Xiaomi,The phone's battery drains quickly when using 5G.,9/4/2016 17:01,negative
iPhone,The sound quality during calls is not very clear.,7/30/2016 13:09,negative
OnePlus,The battery life of this phone is amazing! Lasts all day.,7/17/2016 20:19,positive
OnePlus,The night mode camera feature is impressive.,7/16/2016 14:00,positive
Xiaomi,The battery life of this phone is amazing! Lasts all day.,8/11/2016 9:02,positive
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",9/25/2016 21:36,positive
Google Pixel,"It's a good phone, but the speaker isn't very loud.",8/29/2016 10:35,neutral
OnePlus,The battery life of this phone is amazing! Lasts all day.,8/9/2016 4:45,positive
Samsung Galaxy,"Good phone, but it lacks a headphone jack.",9/29/2016 1:10,neutral
Xiaomi,"Great value for money, highly recommend this phone.",7/31/2016 21:23,positive
OnePlus,"Good phone, but it lacks a headphone jack.",9/6/2016 8:07,neutral
Google Pixel,The phone's software is full of bugs.,8/6/2016 11:09,negative
Google Pixel,"The display is so vibrant and clear, absolutely love it!",7/16/2016 19:39,positive
Google Pixel,"Loving the new software update, everything runs smoother.",7/1/2016 17:25,positive
Xiaomi,The face recognition feature is really fast and accurate.,7/7/2016 14:10,positive
Xiaomi,The fast charging feature is a lifesaver.,8/24/2016 7:20,positive
Google Pixel,The face recognition feature is really fast and accurate.,7/29/2016 13:24,positive
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",7/10/2016 8:20,positive
Google Pixel,Satisfied with the overall performance of this phone.,7/4/2016 18:45,neutral
Google Pixel,"Loving the new software update, everything runs smoother.",9/17/2016 14:54,positive
Xiaomi,The phone's design is sleek and modern.,8/6/2016 11:33,positive
OnePlus,I hate how slow the phone gets after a few months.,8/18/2016 22:06,negative
Xiaomi,The phone heats up too quickly during gaming sessions.,8/8/2016 9:22,negative
Google Pixel,"Good phone, but it lacks a headphone jack.",7/6/2016 14:07,neutral
Google Pixel,"Great value for money, highly recommend this phone.",7/31/2016 12:20,positive
Samsung Galaxy,The phone heats up too quickly during gaming sessions.,7/10/2016 10:11,negative
Xiaomi,The phone often lags when switching between apps.,9/15/2016 1:58,negative
iPhone,Satisfied with the overall performance of this phone.,9/16/2016 20:29,neutral
OnePlus,The fingerprint sensor is slow to respond.,9/10/2016 9:47,negative
iPhone,The phone's design is sleek and modern.,9/2/2016 20:40,positive
iPhone,The phone's design is sleek and modern.,7/25/2016 8:49,positive
Xiaomi,I hate how slow the phone gets after a few months.,8/27/2016 6:14,negative
OnePlus,"Good phone, but it lacks a headphone jack.",7/18/2016 4:10,neutral
OnePlus,The sound quality during calls is not very clear.,9/15/2016 5:45,negative
iPhone,The phone's build quality feels cheap and fragile.,7/19/2016 1:09,negative
Google Pixel,The phone heats up too quickly during gaming sessions.,8/24/2016 12:06,negative
OnePlus,The phone's build quality feels cheap and fragile.,9/10/2016 3:51,negative
OnePlus,The battery life of this phone is amazing! Lasts all day.,7/14/2016 6:34,positive
iPhone,The fingerprint sensor is slow to respond.,7/21/2016 6:20,negative
Google Pixel,The phone's battery drains quickly when using 5G.,9/14/2016 19:42,negative
Xiaomi,"Great value for money, highly recommend this phone.",7/11/2016 15:49,positive
Xiaomi,"Loving the new software update, everything runs smoother.",7/7/2016 8:52,positive
Samsung Galaxy,The fingerprint sensor is slow to respond.,7/10/2016 13:39,negative
Samsung Galaxy,The fast charging feature is a lifesaver.,8/7/2016 1:48,positive
iPhone,The phone's build quality feels cheap and fragile.,7/5/2016 13:31,negative
Google Pixel,"The camera quality is decent, but could be better.",7/14/2016 22:47,neutral
OnePlus,The phone's battery drains quickly when using 5G.,9/16/2016 14:00,negative
Samsung Galaxy,The phone heats up too quickly during gaming sessions.,9/4/2016 3:21,negative
Samsung Galaxy,I hate how slow the phone gets after a few months.,8/31/2016 18:54,negative
Xiaomi,The battery life of this phone is amazing! Lasts all day.,7/21/2016 11:36,positive
iPhone,The phone's battery drains quickly when using 5G.,8/6/2016 16:06,negative
Samsung Galaxy,The phone's battery drains quickly when using 5G.,7/5/2016 11:35,negative
Xiaomi,The phone's design is sleek and modern.,7/8/2016 13:14,positive
Google Pixel,The phone often lags when switching between apps.,9/10/2016 10:52,negative
OnePlus,The phone's build quality feels cheap and fragile.,9/4/2016 3:53,negative
iPhone,The fast charging feature is a lifesaver.,8/5/2016 6:54,positive
Google Pixel,"Loving the new software update, everything runs smoother.",9/10/2016 8:25,positive
OnePlus,I hate how slow the phone gets after a few months.,8/20/2016 9:13,negative
Samsung Galaxy,The phone's software is full of bugs.,7/30/2016 0:58,negative
Samsung Galaxy,"Great value for money, highly recommend this phone.",7/19/2016 0:32,positive
OnePlus,The night mode camera feature is impressive.,8/8/2016 11:25,positive
iPhone,The fast charging feature is a lifesaver.,8/13/2016 21:11,positive
Xiaomi,The night mode camera feature is impressive.,8/27/2016 7:41,positive
Samsung Galaxy,The phone's build quality feels cheap and fragile.,7/29/2016 8:54,negative
Google Pixel,The night mode camera feature is impressive.,7/10/2016 2:10,positive
OnePlus,Satisfied with the overall performance of this phone.,8/4/2016 22:16,neutral
Samsung Galaxy,The sound quality during calls is not very clear.,9/26/2016 9:13,negative
Xiaomi,The fingerprint sensor is slow to respond.,9/13/2016 15:32,negative
Google Pixel,The phone's build quality feels cheap and fragile.,8/17/2016 13:25,negative
Samsung Galaxy,The face recognition feature is really fast and accurate.,8/12/2016 6:57,positive
Xiaomi,I hate how slow the phone gets after a few months.,9/10/2016 1:39,negative
Google Pixel,"Good phone, but it lacks a headphone jack.",7/11/2016 0:10,neutral
OnePlus,The fingerprint sensor is slow to respond.,9/29/2016 8:54,negative
Google Pixel,The phone's design is sleek and modern.,9/22/2016 9:09,positive
Samsung Galaxy,The phone's design is sleek and modern.,7/17/2016 8:32,positive
OnePlus,"The display is so vibrant and clear, absolutely love it!",9/11/2016 13:19,positive
Samsung Galaxy,The phone's build quality feels cheap and fragile.,7/8/2016 19:36,negative
Google Pixel,"Good phone, but it lacks a headphone jack.",7/5/2016 20:42,neutral
OnePlus,The phone's build quality feels cheap and fragile.,7/3/2016 13:07,negative
Samsung Galaxy,"Great value for money, highly recommend this phone.",7/10/2016 23:21,positive
Samsung Galaxy,"Good phone, but it lacks a headphone jack.",8/11/2016 1:31,neutral
iPhone,"The camera quality is decent, but could be better.",8/13/2016 22:19,neutral
Google Pixel,Satisfied with the overall performance of this phone.,9/17/2016 15:02,neutral
Google Pixel,The phone's build quality feels cheap and fragile.,7/21/2016 7:00,negative
iPhone,"The camera quality is decent, but could be better.",9/20/2016 18:03,neutral
OnePlus,The phone heats up too quickly during gaming sessions.,9/1/2016 23:32,negative
OnePlus,I hate how slow the phone gets after a few months.,8/16/2016 2:39,negative
Xiaomi,The fingerprint sensor is slow to respond.,7/16/2016 14:07,negative
OnePlus,The phone's battery drains quickly when using 5G.,7/6/2016 20:46,negative
Samsung Galaxy,The fingerprint sensor is slow to respond.,9/29/2016 3:59,negative
Google Pixel,"Good phone, but it lacks a headphone jack.",8/8/2016 2:25,neutral
OnePlus,The phone heats up too quickly during gaming sessions.,8/30/2016 0:58,negative
OnePlus,"It's a good phone, but the speaker isn't very loud.",8/30/2016 19:46,neutral
OnePlus,I hate how slow the phone gets after a few months.,7/31/2016 11:45,negative
iPhone,The phone often lags when switching between apps.,7/4/2016 5:30,negative
Samsung Galaxy,The phone often lags when switching between apps.,8/30/2016 5:30,negative
Samsung Galaxy,The phone's battery drains quickly when using 5G.,7/24/2016 17:39,negative
Samsung Galaxy,The phone heats up too quickly during gaming sessions.,7/22/2016 0:24,negative
Samsung Galaxy,I hate how slow the phone gets after a few months.,9/13/2016 0:09,negative
Xiaomi,I hate how slow the phone gets after a few months.,8/30/2016 20:19,negative
Samsung Galaxy,"The camera quality is decent, but could be better.",7/22/2016 6:30,neutral
Samsung Galaxy,The phone's design is sleek and modern.,9/26/2016 16:33,positive
Samsung Galaxy,The sound quality during calls is not very clear.,9/5/2016 1:42,negative
Google Pixel,"It's a good phone, but the speaker isn't very loud.",9/14/2016 1:21,neutral
OnePlus,"Great value for money, highly recommend this phone.",8/16/2016 13:47,positive
Samsung Galaxy,The night mode camera feature is impressive.,8/16/2016 23:09,positive
Samsung Galaxy,Satisfied with the overall performance of this phone.,9/24/2016 19:58,neutral
iPhone,"It's a good phone, but the speaker isn't very loud.",8/9/2016 6:38,neutral
OnePlus,The phone's build quality feels cheap and fragile.,7/9/2016 13:37,negative
Samsung Galaxy,Satisfied with the overall performance of this phone.,7/22/2016 18:22,neutral
OnePlus,The face recognition feature is really fast and accurate.,7/31/2016 16:51,positive
iPhone,The phone's build quality feels cheap and fragile.,7/26/2016 16:52,negative
OnePlus,The fast charging feature is a lifesaver.,9/5/2016 3:01,positive
OnePlus,"It's a good phone, but the speaker isn't very loud.",7/22/2016 6:37,neutral
Google Pixel,"The display is so vibrant and clear, absolutely love it!",8/2/2016 8:55,positive
Xiaomi,The fingerprint sensor is slow to respond.,9/8/2016 2:24,negative
Google Pixel,I hate how slow the phone gets after a few months.,8/28/2016 17:08,negative
iPhone,"The camera quality is decent, but could be better.",9/14/2016 15:42,neutral
OnePlus,"Great value for money, highly recommend this phone.",8/30/2016 6:35,positive
Google Pixel,The sound quality during calls is not very clear.,7/22/2016 15:06,negative
Samsung Galaxy,Satisfied with the overall performance of this phone.,9/4/2016 7:47,neutral
Google Pixel,The sound quality during calls is not very clear.,9/8/2016 19:13,negative
Xiaomi,The phone often lags when switching between apps.,7/31/2016 9:47,negative
Xiaomi,"Good phone, but it lacks a headphone jack.",9/2/2016 15:36,neutral
iPhone,Satisfied with the overall performance of this phone.,7/24/2016 20:12,neutral
Xiaomi,"It's a good phone, but the speaker isn't very loud.",8/11/2016 20:17,neutral
Google Pixel,"The camera quality is decent, but could be better.",7/6/2016 22:44,neutral
OnePlus,The phone's design is sleek and modern.,8/26/2016 9:39,positive
OnePlus,"Loving the new software update, everything runs smoother.",8/24/2016 0:32,positive
OnePlus,The night mode camera feature is impressive.,9/10/2016 1:19,positive
Google Pixel,The phone heats up too quickly during gaming sessions.,9/21/2016 11:01,negative
Xiaomi,"Great value for money, highly recommend this phone.",9/12/2016 16:16,positive
Xiaomi,"Loving the new software update, everything runs smoother.",9/19/2016 9:40,positive
